SetProp, 1E050,   -1E050, 1E050, -1E050, 16777215, 16777215, 0, 4
Caption, "L-N Voltage Profile"
ChartCaption, "L-N Voltage Profile"
Xlabel, "Distance (km)"
Ylabel, "p.u. Voltage"
ClickOn
SetProp, 1E050,   -1E050, 1E050, -1E050, 16777215, 16777215, 0, 7
TxtAlign, 1
KeyClass, 1
Line, "Line.l1", "800.1.2.3", "802.1.2.3", 0, 6,  2, 68, 14.376022, 0, 0, 1.049993, 0.786384, 1.0474361, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l1", "800.1.2.3", "802.1.2.3", 192, 6,  2, 68, 14.376022, 0, 0, 1.0499942, 0.786384, 1.0484466, 255, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l1", "800.1.2.3", "802.1.2.3", 384, 6,  2, 68, 14.376022, 0, 0, 1.0499963, 0.786384, 1.048449, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l2", "802.1.2.3", "806.1.2.3", 576, 6,  2, 66, 14.376022, 0.786384, 0.786384, 1.0474361, 1.313688, 1.045714, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l2", "802.1.2.3", "806.1.2.3", 768, 6,  2, 66, 14.376022, 0.786384, 0.786384, 1.0484466, 1.313688, 1.0474558, 255, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l2", "802.1.2.3", "806.1.2.3", 960, 6,  2, 66, 14.376022, 0.786384, 0.786384, 1.048449, 1.313688, 1.0474387, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l3", "806.1.2.3", "808.1.2.3", 1152, 6,  1, 64, 14.376022, 1.313688, 1.313688, 1.045714, 11.137392, 1.0134542, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l3", "806.1.2.3", "808.1.2.3", 1344, 6,  1, 64, 14.376022, 1.313688, 1.313688, 1.0474558, 11.137392, 1.0298991, 255, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l3", "806.1.2.3", "808.1.2.3", 1536, 6,  1, 64, 14.376022, 1.313688, 1.313688, 1.0474387, 11.137392, 1.0290767, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l5", "808.1.2.3", "812.1.2.3", 1728, 6,  0, 62, 14.376022, 11.137392, 11.137392, 1.0134542, 22.567392, 0.97594286, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l5", "808.1.2.3", "812.1.2.3", 1920, 6,  0, 62, 14.376022, 11.137392, 11.137392, 1.0298991, 22.567392, 1.0106139, 255, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l5", "808.1.2.3", "812.1.2.3", 2112, 6,  0, 62, 14.376022, 11.137392, 11.137392, 1.0290767, 22.567392, 1.0073073, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l6", "812.1.2.3", "814.1.2.3", 2304, 6,  0, 62, 14.376022, 22.567392, 22.567392, 0.97594286, 31.629096, 0.94616646, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l6", "812.1.2.3", "814.1.2.3", 2496, 6,  0, 62, 14.376022, 22.567392, 22.567392, 1.0106139, 31.629096, 0.99538332, 255, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l6", "812.1.2.3", "814.1.2.3", 2688, 6,  0, 62, 14.376022, 22.567392, 22.567392, 1.0073073, 31.629096, 0.98996387, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l7", "814r.1.2.3", "850.1.2.3", 2880, 6,  0, 62, 14.376022, 31.629096, 31.629096, 1.0287099, 31.632144, 1.0286971, 0, 2, 0, 0, 0, 0, 16, 1
